Gene_name,logFC,PValue
GPR4,-2.5502619,1.57E-12
SAP30,1.8568137,1.58E-12
GLRB,2.677849,1.60E-12
AIF1,1.8147195,1.60E-12
APH1A,0.8699176,1.60E-12
RASL11B,-1.7702904,1.61E-12
WDR20,1.125569,1.63E-12
CLTA,-1.367671,1.64E-12
APH1B,1.1746571,1.69E-12
FAM198A,-2.8698178,1.77E-12
RP2,1.3236887,1.77E-12
C20orf46,-1.5945089,1.78E-12
CXorf57,-2.2069457,1.78E-12
YWHAG,-0.8254234,1.79E-12
RRAGC,0.9593536,1.81E-12
KCNE3,2.4400903,1.82E-12
FXYD6,-2.7940334,1.85E-12
KLK7,-2.6891959,1.86E-12
ANKRD17,-0.6168518,1.88E-12
WNT5A,2.9299953,1.88E-12
PLCD4,-1.5628915,1.89E-12
KAL1,2.0209533,1.89E-12
SLC35B2,1.6927206,1.90E-12
FILIP1L,2.1241439,1.90E-12
CHST14,0.9950924,1.91E-12
CASP1,1.9662935,1.93E-12
LCP2,2.6661556,1.93E-12
HLA-DMA,2.3227497,1.94E-12
SFRP1,4.3177899,1.95E-12
MXI1,-1.1364493,1.96E-12
SLC7A5,-0.9405834,1.96E-12
C19orf63,0.6568339,1.97E-12
KAZ,-2.4364059,1.97E-12
SLC3A2,-0.874608,1.97E-12
EBF1,-2.4865781,1.99E-12
EBF1,-2.1269346,2.06E-12
PLCB4,-1.5142781,2.06E-12
HMHA1,1.8692524,2.07E-12
HSBP1,0.881028,2.09E-12
EDA2R,1.5848584,2.09E-12
AKAP7,1.7414894,2.09E-12
CD74,2.9997888,2.14E-12
RAB9A,1.2019819,2.14E-12
RELL1,-1.2518385,2.14E-12
TAGLN,-2.7239074,2.20E-12
MAN2A1,1.2807377,2.23E-12
NELF,-1.4654477,2.28E-12
ARHGDIB,1.5036452,2.29E-12
RNF10,-0.5834834,2.31E-12
MPEG1,2.9714254,2.33E-12
AGA,1.520967,2.34E-12
CFH,-3.677309,2.35E-12
MCAM,2.2342743,2.37E-12
SNRPA,-0.7145063,2.42E-12
RHOJ,1.4737445,2.43E-12
DCK,1.360293,2.45E-12
FAM105A,2.0175711,2.48E-12
ALDOC,-2.6517185,2.50E-12
KAZ,-3.0805767,2.52E-12
FAM198B,1.2449403,2.53E-12
GLB1,1.1754688,2.57E-12
MAST2,-1.5283492,2.59E-12
TDRD1,-0.9180541,2.60E-12
EPB41L3,2.0063758,2.61E-12
CLDN1,-1.2521121,2.63E-12
HADHB,0.9358361,2.70E-12
DPYSL5,-1.8915488,2.71E-12
NOP56,-0.7142434,2.72E-12
FERMT1,-0.9542053,2.74E-12
REC8,1.470636,2.79E-12
ZDHHC7,0.7485272,2.81E-12
HLA-DQA1,3.5583497,2.82E-12
ARHGDIB,1.8392404,2.83E-12
MXD4,1.1133323,2.85E-12
NLGN4X,2.2599899,2.85E-12
EPB41L2,1.6622281,2.86E-12
HLA-DPB1,1.8396049,2.88E-12
ZNF223,1.1156594,2.92E-12
SOX9,-1.9382759,2.93E-12
ART3,-4.0903065,2.95E-12
FAM32A,0.4424594,3.02E-12
TMEM150C,-1.266787,3.02E-12
C4orf33,1.2476506,3.03E-12
ZFP3,1.167698,3.05E-12
PIK3AP1,2.9147603,3.10E-12
NLGN4X,1.8573928,3.10E-12
GLB1,1.1850439,3.13E-12
RAMP1,-3.371276,3.13E-12
RGS18,2.8668415,3.19E-12
TAGLN,-3.0635579,3.19E-12
ERGIC1,1.5663595,3.20E-12
ABLIM2,-1.314718,3.24E-12
ALDOC,-2.324442,3.28E-12
PPP1R14A,2.5460517,3.28E-12
TSHZ2,-1.4306659,3.29E-12
CD86,2.635166,3.31E-12
RGS19,1.9239551,3.34E-12
TSC22D1,-1.3771952,3.34E-12
IFT122,-0.8831959,3.34E-12
DDOST,0.9737462,3.37E-12
APH1B,1.5840553,3.37E-12
GSTZ1,1.501277,3.44E-12
OR6B2 /// OR6B3,-1.4231315,3.52E-12
CSK,1.2675707,3.54E-12
DAZAP1,-0.758523,3.55E-12
AP1S1,1.7935932,3.58E-12
COL23A1,-1.8185278,3.62E-12
FAM107A,-2.1689794,3.65E-12
LGR5,-2.6043431,3.65E-12
PEX5L,-3.299978,3.68E-12
TYROBP,2.1071564,3.74E-12
ODZ2,-2.9416545,3.76E-12
SULT4A1,-2.9996528,3.79E-12
ARPC3,1.4279422,3.79E-12
NEDD9,-1.9322222,3.82E-12
GAMT,-1.7697827,3.88E-12
PRCP,0.8713082,3.90E-12
ALDH1L1,-1.5839322,3.96E-12
GPR83,4.5844776,3.97E-12
PUS7,-0.9866627,4.00E-12
SLC16A12,2.7423406,4.05E-12
DSTN,-0.758433,4.10E-12
MAGI2,-1.5417355,4.17E-12
CYBA,1.7576595,4.23E-12
ADRBK2,1.8170683,4.26E-12
PIGB,1.0419501,4.38E-12
CNPY3,1.4329938,4.38E-12
MEF2A,1.4664801,4.42E-12
EIF3B,-0.6834603,4.45E-12
ALPL,-2.3160584,4.45E-12
C11orf17,1.2491903,4.58E-12
HIF3A,-3.2462385,4.59E-12
TAF5L,0.8398044,4.64E-12
HFE,1.2878977,4.64E-12
PHF12,-0.9586237,4.70E-12
TBXAS1,2.5467562,4.74E-12
RAB6B,-3.0164082,4.79E-12
GPR146,-2.5596202,4.84E-12
HSBP1,0.8106823,4.89E-12
NRAS,0.7143674,4.93E-12
LST1,2.136333,5.01E-12
FYB,2.7486862,5.02E-12
TERF2IP,-0.6498396,5.05E-12
PCDHB15,-1.4437087,5.08E-12
ELAVL2,-2.9870119,5.16E-12
CYTSB,1.3966508,5.17E-12
C9orf93,-1.1078044,5.21E-12
SOX9,-0.960458,5.22E-12
CHGA,-1.7108405,5.22E-12
MR1,1.9209136,5.27E-12
ARHGAP27,1.6307242,5.28E-12
ARHGAP15,1.8501087,5.30E-12
TLR1,1.7183307,5.31E-12
BTK,2.7920634,5.35E-12
SLC35F1,1.5768931,5.40E-12
FDXR,1.2676011,5.47E-12
HLA-B,1.2335596,5.51E-12
ITGA10,-3.0850352,5.54E-12
PRICKLE1,-2.8440208,5.58E-12
CDK18,2.1094314,5.63E-12
EDNRB,1.6799335,5.77E-12
---,2.1770223,5.79E-12
ST6GALNAC2,1.3674881,5.79E-12
SLC26A6,-1.0827997,5.80E-12
USP9X,0.9013088,5.91E-12
SLCO2B1,2.2196631,5.94E-12
RIMS3,-1.9658908,5.97E-12
STS,2.424928,5.99E-12
CD177,-3.1752656,6.06E-12
SLC35B2,1.3393337,6.09E-12
SMYD2,0.9200083,6.12E-12
SPON2,3.0584263,6.15E-12
GFPT2,-2.7917382,6.19E-12
TAGLN,-3.0132527,6.20E-12
MLPH,-4.2395347,6.21E-12
NOP56,-0.648703,6.26E-12
PEAR1,-2.1709577,6.29E-12
ALDOC,-2.3638637,6.37E-12
NFATC3,-0.5926722,6.41E-12
ART3,-3.1680725,6.41E-12
KAL1,1.8336558,6.43E-12
CAV1,-2.4269028,6.43E-12
SCN11A,-1.1744847,6.45E-12
ARRB2,1.9484185,6.49E-12
GAA,1.6510114,6.49E-12
SMOX,-1.5559082,6.50E-12
PDGFD,2.4022467,6.57E-12
PEX5L,-1.7558089,6.62E-12
ENTPD1,1.9088692,6.63E-12
PRKG1,-0.8357571,6.64E-12
HIPK3,-1.0570992,6.78E-12
HOMER3,1.2693106,6.79E-12
GLUL,-2.2046981,6.80E-12
ZDHHC4,0.5512336,6.81E-12
SESN2,1.1476865,6.83E-12
NFASC,-2.6463388,6.86E-12
LRMP,2.3929474,6.94E-12
HIF3A,-2.5868483,6.94E-12
HEXIM1,1.2046685,7.07E-12
RPL28,-0.7844372,7.14E-12
FGFR1,-1.6058796,7.17E-12
TUBB4,-1.2514179,7.20E-12
SVIP,-2.5952555,7.29E-12
ANXA5,1.1567757,7.37E-12
GALNTL4,1.5696336,7.38E-12
EBPL,-1.0492033,7.53E-12
MS4A7,3.0698713,7.62E-12
ORAI2,1.6804817,7.63E-12
RASGEF1C,1.7197414,7.73E-12
GIT2,0.5781986,7.74E-12
YAP1,-1.5009987,7.77E-12
KIAA1274,1.9840688,7.81E-12
SLC36A2,-4.740515,7.84E-12
LST1,2.0958308,7.85E-12
NLGN4X,1.9770932,7.90E-12
CLTCL1,-0.9255059,7.94E-12
SEC24A,-0.8489505,7.95E-12
---,-0.8782353,7.98E-12
ALDOC,-2.4849372,7.99E-12
PLEKHA6,-1.4242133,8.07E-12
CPT1A /// RDH5,-1.3601401,8.09E-12
NTRK3,-2.5790636,8.10E-12
NCOA4,0.970144,8.28E-12
AGPAT3,0.8483923,8.32E-12
ZNF841,-0.7941857,8.33E-12
TMOD2,1.9435462,8.35E-12
TMEM155,3.2313877,8.44E-12
CLDN19,-2.9705129,8.50E-12
CARD9,1.9096484,8.55E-12
IL17RB,-1.898178,8.63E-12
EBF1,-2.3762445,8.67E-12
KLF12,-1.0547675,8.69E-12
CLTCL1,-1.8392084,8.70E-12
GAPT,2.6590485,8.72E-12
IL20RB,-1.2425061,8.76E-12
MGEA5,-0.9871143,8.77E-12
USP46,-1.9102542,8.80E-12
FAM198B,1.3440232,8.87E-12
TGFBR2,0.9545641,8.90E-12
SHISA3,-3.2820244,8.91E-12
IER5,1.5588968,8.93E-12
CAV1,-2.3366155,8.96E-12
PTPRC,2.6197802,9.02E-12
BNC2,-2.6709182,9.03E-12
EYA2,-1.3086175,9.07E-12
MT1G,-2.4855881,9.08E-12
PROS1,1.9504174,9.45E-12
ARL4D,-1.2002886,9.53E-12
RDH5,-1.2311625,9.53E-12
APH1A,0.7870493,9.56E-12
PGM1,2.0643199,9.66E-12
TMED9,1.0452389,9.82E-12
MYOZ3,-1.7015658,9.83E-12
PDGFD,2.5854008,9.95E-12
C10orf116,-3.811706,1.00E-11
FILIP1L,1.7673924,1.00E-11
WDFY3,0.8750929,1.01E-11
HIF3A,-2.272498,1.01E-11
MAGT1,-0.8630824,1.02E-11
MID1,2.1049286,1.03E-11
MEF2A,1.4678013,1.03E-11
ANXA5,0.8617048,1.03E-11
---,1.3732334,1.05E-11
FYB,2.9689144,1.05E-11
ANP32A,1.2349211,1.05E-11
FGD5,-2.078495,1.06E-11
RCSD1,2.4636121,1.06E-11
GLI2,-1.3521032,1.07E-11
PRELP,-3.24891,1.07E-11
PRELP,-3.8974961,1.09E-11
SLC2A14 /// SLC2A3,-2.5783862,1.09E-11
HSBP1,0.9092088,1.09E-11
ALDOC,-2.7027124,1.11E-11
GLB1,1.1258344,1.12E-11
SCPEP1,1.2064456,1.12E-11
RTP4,1.8249304,1.12E-11
ALOX5,2.5805209,1.13E-11
SMOX,-1.6480439,1.15E-11
ZBTB7C,-0.9680107,1.16E-11
GNG7,1.9294275,1.16E-11
ZNF100,0.8813331,1.16E-11
RGS10,1.7243658,1.17E-11
AVIL,-1.9812751,1.19E-11
ADORA3,2.9364788,1.19E-11
EIF3B,-0.646549,1.19E-11
CAV1,-2.3305654,1.19E-11
HLA-B,1.2160106,1.19E-11
TNFSF13B,2.4357902,1.23E-11
VGF,-2.4848128,1.23E-11
SSBP3,-1.5139792,1.24E-11
ZDHHC7,0.8339446,1.27E-11
IL1RL1,-1.4651884,1.27E-11
MAPK8IP2,-2.1864077,1.27E-11
FAM55C,1.3507088,1.28E-11
NEDD4L,1.3555257,1.29E-11
CLEC7A,2.3077256,1.30E-11
KCNK6,2.1636777,1.30E-11
ANXA5,0.7002051,1.31E-11
FGFR1,-1.6815809,1.31E-11
RNF24,-1.4427593,1.33E-11
ALKBH5,-0.4783828,1.35E-11
APLP1,-1.4912796,1.35E-11
FILIP1L,2.1052884,1.37E-11
ASH1L,-0.7777983,1.43E-11
USP9X,0.7913583,1.44E-11
MEF2C,2.2062738,1.45E-11
HOXB3,-2.3321038,1.45E-11
GCN1L1,-0.4946726,1.47E-11
B3GNT7,2.4532982,1.49E-11
PDXK,-1.2787264,1.49E-11
TMEM19,1.1073776,1.49E-11
HLA-DPB1,2.0844464,1.51E-11
CTSZ,2.1563616,1.51E-11
NCRNA00085,-1.0083327,1.51E-11
SLC4A4,-0.8056747,1.53E-11
RETSAT,1.0000536,1.53E-11
NXN,-1.9766705,1.54E-11
EPB41L2,1.4354505,1.54E-11
KIF21B,2.1434029,1.55E-11
RPS6KA2,-1.3233644,1.56E-11
HSF4,-1.5256521,1.57E-11
EPB41L3,1.9816221,1.59E-11
ENTPD1,2.1879344,1.61E-11
ITPA,0.9963448,1.61E-11
PTGES,-2.0054556,1.63E-11
ACAT2,-0.9728386,1.64E-11
ITGAM,2.5785942,1.64E-11
KLRG2,-2.138592,1.66E-11
ARL4D,-1.6170241,1.67E-11
NOP58,-0.6634577,1.71E-11
EVI2A,2.2329471,1.73E-11
EDNRB,1.4229021,1.73E-11
WNK2,-2.0740799,1.75E-11
KCNK6,2.3650741,1.77E-11
CTSS,2.4911505,1.77E-11
ARFGAP1,-0.8457271,1.77E-11
FDXR,1.1885732,1.78E-11
DNASE2,1.6694523,1.80E-11
COL1A2,1.2222461,1.81E-11
APH1B,1.1697204,1.83E-11
TMOD2,2.0814476,1.86E-11
UBL3,0.9750506,1.91E-11
APH1A,0.7587128,1.92E-11
NUFIP2,1.0681331,1.92E-11
SNAP25,-4.9485732,1.94E-11
PTGIR,-1.3646991,1.96E-11
GPI,-0.9728621,1.98E-11
SPTBN5,-2.8523872,1.98E-11
ALPL,-1.6715237,2.01E-11
LMO7,-2.097453,2.02E-11
PAG1,1.0519803,2.03E-11
PTPRC,2.387668,2.04E-11
LUC7L3,-1.1041724,2.05E-11
TMEM19,1.0424715,2.06E-11
DFNB31,-0.8111303,2.07E-11
INPPL1,1.03641,2.08E-11
ARHGAP24,1.3425235,2.11E-11
ENO1,-0.7355847,2.11E-11
EFNA1,-1.8324849,2.11E-11
HCLS1,2.4487925,2.12E-11
TAGLN,-2.952356,2.14E-11
CTSS,2.760868,2.16E-11
NRD1,-0.6793215,2.19E-11
IRF2BP2,1.0391971,2.20E-11
CD74,2.1052355,2.22E-11
CD53,3.2897228,2.23E-11
PDE1A,-3.1405692,2.25E-11
SEMA3C,2.2915261,2.25E-11
CELF2,0.7403381,2.27E-11
BCR,-1.683167,2.27E-11
HDAC10 /// MAPK12,-0.9330006,2.29E-11
ARRB2,1.6545665,2.35E-11
C10orf116,-3.8922492,2.36E-11
TLR2,2.3099033,2.37E-11
TXNRD3,-1.1957761,2.37E-11
TAGLN,-2.9064535,2.37E-11
MAP4,-3.5012179,2.38E-11
PTPRG,-1.6902648,2.39E-11
VENTX,2.1319482,2.43E-11
STEAP4,-3.3854265,2.47E-11
CLEC1A,-2.4075825,2.50E-11
ROBLD3,0.7898184,2.52E-11
DDX31,-0.988341,2.53E-11
MAST4,-1.8774304,2.56E-11
ADAMTS1,-2.0661884,2.56E-11
TGFBR1,1.281106,2.58E-11
ACAT2,-1.0677271,2.59E-11
CLIP4,-1.0600442,2.60E-11
ADRA1D,-1.2437864,2.63E-11
SESTD1,-1.3662474,2.65E-11
MID1,2.0663524,2.66E-11
TGFBR3,-1.6049668,2.67E-11
MFSD11,0.7316957,2.68E-11
SOX9,-2.8062217,2.69E-11
KLHL23,-1.3224188,2.70E-11
DOK1,1.2364753,2.72E-11
NCKAP1L,2.3956107,2.73E-11
CELF2,1.5620161,2.76E-11
PRRX2,-1.9546027,2.78E-11
ITGA10,-0.8888404,2.78E-11
CRABP1,-4.4717923,2.79E-11
RIT1,1.2581296,2.81E-11
CCND2,1.8965918,2.85E-11
TAGLN,-2.8647149,2.88E-11
MYBL1,2.2345334,2.91E-11
ATP5C1,0.7419242,2.91E-11
CCDC88B,1.8562528,2.92E-11
RPRM,-1.5852924,2.93E-11
ANP32A,0.8967794,2.94E-11
ABCA13,-2.0436395,2.96E-11
TRIM36,-1.474369,2.97E-11
NELF,-1.4616922,3.02E-11
CX3CR1,4.314185,3.02E-11
PLA2G2A,-2.7053209,3.03E-11
L1CAM,2.2120773,3.05E-11
HYAL1,-2.1946335,3.06E-11
C19orf50,-0.5845346,3.07E-11
CD74,2.0847321,3.09E-11
CARD8,1.4816433,3.11E-11
DOCK8,2.57258,3.14E-11
MXD4,1.130044,3.16E-11
FAM26F,2.31131,3.24E-11
KRT18,-2.5126231,3.28E-11
OBSL1,1.8254235,3.33E-11
PRCP,0.6153273,3.35E-11
LMO7,-1.4375931,3.37E-11
GMFG,2.0312592,3.37E-11
HOXB4,-1.5053313,3.39E-11
SEC63,-0.6249377,3.39E-11
PRAM1,2.0129826,3.40E-11
LYN,2.6280707,3.45E-11
MSR1,2.9564183,3.46E-11
FAM82B,1.2030401,3.51E-11
EGFR,-2.3408035,3.51E-11
MEOX2,-3.3286197,3.53E-11
SLC2A14 /// SLC2A3,-1.4164543,3.55E-11
ST8SIA3,-1.3457565,3.58E-11
ZC3HAV1,0.7680034,3.59E-11
GANAB,1.5372022,3.64E-11
GCAT,-1.31742,3.67E-11
GRRP1,-1.0326484,3.67E-11
FGFRL1,-1.9125046,3.69E-11
MT1G,-2.9365954,3.72E-11
EGFR,-3.3187788,3.75E-11
GNB1,1.044389,3.78E-11
C2orf55,1.6688876,3.81E-11
FAM198B,1.6788675,3.81E-11
SLCO2B1,2.462639,3.82E-11
DTNA,-1.7512929,3.85E-11
POLE4,-0.7172601,3.86E-11
NAPSB,3.1679892,3.86E-11
MGAT4B,0.9485292,3.89E-11
STXBP4,-0.8786452,3.89E-11
VCPIP1,1.0689059,3.90E-11
USP9X,1.1873792,3.91E-11
CDK18,1.9695042,3.92E-11
PMPCA,-0.7013256,3.94E-11
HYOU1,-1.1130993,3.94E-11
NHS,-1.9579885,3.96E-11
HLA-DQB1 /// LOC100294318,2.0929002,3.97E-11
FBXO28,0.8452074,3.99E-11
MT1G,-2.5685693,4.01E-11
CD86,2.2977557,4.02E-11
TXNDC9,0.8142138,4.03E-11
SLCO2B1,2.5185707,4.06E-11
STEAP2,-2.8319412,4.06E-11
EPB41L3,2.0060858,4.10E-11
SPTLC3,-2.2973153,4.11E-11
RPS6KA3,1.8740123,4.14E-11
MAP4K4,2.2851618,4.21E-11
NEK1,-1.6162115,4.25E-11
RHOJ,1.7265663,4.29E-11
CD37,2.4395953,4.31E-11
CENPV,-1.7666492,4.32E-11
CDH11,-1.3718552,4.35E-11
STX3,1.2759077,4.36E-11
GPX7,0.9890162,4.36E-11
ABCF2,-0.7011124,4.37E-11
HPS6,0.7722254,4.40E-11
FDXR,1.2484116,4.41E-11
DKK 3.00,1.9438097,4.43E-11
FZD10,-1.0846536,4.43E-11
ENTPD2,-2.9445338,4.47E-11
CORO1A,2.323282,4.51E-11
POLR3C,0.7081027,4.52E-11
GNG7,1.6962166,4.55E-11
ERP29,1.5777716,4.62E-11
ZMAT3,1.0169219,4.66E-11
EYA2,-1.4186387,4.69E-11
SETD3,-0.9844401,4.71E-11
ZNF428,1.4483164,4.75E-11
ZNF92,1.4175898,4.77E-11
BNC2,-1.3387439,4.78E-11
LRP1,-0.9043113,4.79E-11
PPFIBP1,-2.1206576,4.79E-11
CADM2,2.5030325,4.83E-11
FOSL2,-1.1979675,5.02E-11
CD33,2.1549042,5.05E-11
FGFR1,-1.7932544,5.13E-11
NFKBIL1,0.7737878,5.15E-11
MFSD11,0.8022714,5.19E-11
TGFBR3,-1.6883473,5.20E-11
FZD5,-0.9115814,5.21E-11
GEMIN7,0.9116909,5.22E-11
ANTXR1,0.8610092,5.25E-11
DDX31,-0.9875563,5.26E-11
AMD 1.00,-0.9478494,5.27E-11
PPP1R1A,-1.8286702,5.27E-11
CFL2,-0.8194145,5.28E-11
CD55,-1.4037448,5.39E-11
PPP1R14A,2.336811,5.42E-11
DHPS,-0.544998,5.43E-11
ENO1,-0.7186153,5.43E-11
PCYT2,-1.2679611,5.44E-11
GNAI1,-2.0340562,5.47E-11
ARHGAP4,1.2113692,5.55E-11
PLEKHF1,-2.4874629,5.55E-11
MSR1,2.8689883,5.61E-11
SRP68,-0.5114013,5.63E-11
HLA-DRA,1.3256353,5.63E-11
SYNGR3,-2.4653624,5.65E-11
OSMR,-2.2159978,5.71E-11
RHOJ,1.3382907,5.73E-11
CD55,-1.6249416,5.74E-11
GIT2,0.7881186,5.74E-11
TESK2,-1.039453,5.77E-11
ECEL1,-2.9946668,5.78E-11
TRPM2,1.7905576,5.86E-11
NELF,-1.3259775,5.88E-11
ZNF557,0.7508247,5.94E-11
C20orf194,0.6448145,5.98E-11
SPON2,2.9984428,6.00E-11
CDKN1B,-1.4419888,6.05E-11
IRX3,-2.0701759,6.07E-11
NTM,2.7648234,6.07E-11
SYNPO2,-2.5573106,6.09E-11
HSD11B1,-1.3724957,6.09E-11
TLR5,2.3673819,6.13E-11
WWP1,1.4387374,6.15E-11
FYB,2.3624327,6.15E-11
FXYD6,-2.409515,6.17E-11
BNC2,-1.2209874,6.19E-11
TNXA /// TNXB,-3.17983,6.21E-11
GIT2,0.8360603,6.22E-11
FAM107A,-3.5058023,6.22E-11
CPAMD8,-1.597399,6.25E-11
SLC22A2,-2.1935533,6.28E-11
GAB3,2.0305065,6.31E-11
NUMBL,-1.679738,6.35E-11
CSDA,-1.0627582,6.37E-11
DGAT2,-1.2705317,6.39E-11
METT10D,-0.6072869,6.58E-11
ZNF423,-1.493581,6.59E-11
COMMD9,0.8258362,6.59E-11
AUTS2,-0.7215349,6.64E-11
ISOC1,-1.4527699,6.65E-11
CLEC1A,-2.4734479,6.66E-11
RAB9B,-1.1720568,6.71E-11
RRP12,-1.0759911,6.73E-11
SLC15A3,1.702858,6.76E-11
CD74,1.7580734,6.77E-11
CDH2,2.2894314,6.78E-11
SNAP47,-1.0860886,6.88E-11
EPB41L3,1.736488,6.89E-11
EYA2,-1.2271826,6.97E-11
PLCB4,-2.6417431,7.05E-11
RND3,1.7533539,7.11E-11
UNG,1.1729275,7.12E-11
GMPR,-2.4538771,7.12E-11
SAMD9L,1.8753001,7.15E-11
LIG3,-1.0757915,7.21E-11
MCAM,1.761876,7.24E-11
TWISTNB,-0.6403512,7.25E-11
TAX1BP1,-0.5068163,7.37E-11
SORCS3,2.6748291,7.40E-11
PLA2G4A,2.499383,7.46E-11
MGAT4B,0.9179704,7.49E-11
UROD,0.7748147,7.51E-11
MLXIP,0.9803542,7.59E-11
PHLPP2,-0.9670591,7.60E-11
CSDA,-1.1188796,7.65E-11
PA2G4,-0.7213785,7.73E-11
PHIP,-0.92863,7.81E-11
LIPA,1.414707,7.93E-11
FXYD6,-2.6398573,7.95E-11
C9orf21,0.8794273,7.99E-11
KIF5C,-2.9747548,8.07E-11
C19orf28,1.5465274,8.21E-11
SQLE,-1.4461846,8.22E-11
KIAA1147,1.3110254,8.30E-11
LAT2,1.865096,8.42E-11
MSR1,2.981337,8.44E-11
SLC22A2,-2.51237,8.45E-11
POLRMT,-0.8795305,8.54E-11
SPON2,2.563681,8.56E-11
PTH1R,-1.9742971,8.58E-11
STS,2.5818796,8.64E-11
SQLE,-1.4131877,8.69E-11
AGPAT4,-1.3487623,8.78E-11
C16orf88,-1.2663436,8.79E-11
EML3,-0.9337813,8.86E-11
A2BP1,-2.1426499,9.01E-11
MGAT4B,0.9935412,9.03E-11
CHP2,-1.3946782,9.20E-11
SF3B3,-0.6068357,9.32E-11
NSUN6,-0.9878556,9.37E-11
SMARCA4,-0.7660569,9.39E-11
PDGFRL,-3.6644282,9.41E-11
NAT9,-0.6799998,9.41E-11
PKN2,1.4598095,9.49E-11
TNPO1,0.9243056,9.50E-11
GPR65,2.6992306,9.52E-11
TMEM97,-1.3914349,9.53E-11
SLC25A38,-0.582563,9.56E-11
ADD1,1.66018,9.62E-11
PLCB4,-2.7381917,9.67E-11
AK3,0.858348,9.69E-11
TLR2,2.3137551,9.70E-11
FABP3,-3.2180836,9.72E-11
GPSM3,1.8188969,9.91E-11
HLA-DOA,2.6547302,9.92E-11
COL12A1,1.1884025,1.00E-10
Septin 9,0.8624245,1.02E-10
CXorf57,-1.1996376,1.02E-10
SCNN1A,-1.5007536,1.03E-10
POFUT1,0.7551302,1.03E-10
SRR,0.8975326,1.04E-10
DOK1,1.3168455,1.05E-10
ROBLD3,0.9155901,1.05E-10
TLR7,2.9908414,1.06E-10
BEGAIN,-1.899489,1.06E-10
FAM82A1,-0.9610934,1.06E-10
AIG1,1.0058598,1.07E-10
AZGP1P1 /// GJC3 /// LOC100128334,-2.200977,1.07E-10
LOC730098,-1.161563,1.08E-10
CDO1,-3.4357122,1.08E-10
LPAR2,1.456682,1.08E-10
FILIP1L,1.8980746,1.08E-10
ID1,-2.4450163,1.09E-10
CACNA1D,1.5306392,1.09E-10
EVL,1.2966922,1.11E-10
BSCL2,-1.1190804,1.11E-10
EFHD1,-2.709791,1.12E-10
PLEKHF2,1.3039419,1.12E-10
RNF166,1.3716761,1.12E-10
BIRC7,-2.002727,1.12E-10
CD53,2.7381204,1.13E-10
LRRC32,-2.0850856,1.14E-10
BNC2,-2.7966003,1.14E-10
DEGS1,0.5394518,1.15E-10
TM7SF2,-1.0301568,1.16E-10
GRAMD1B,-1.7655591,1.16E-10
HOXB3,-0.7584401,1.16E-10
MICAL2,-2.0236843,1.16E-10
HTRA3,-1.9219337,1.17E-10
PSTPIP2,2.6812629,1.17E-10
C2orf47,0.7382878,1.17E-10
JUN,1.7314568,1.18E-10
LGI1,-2.2089479,1.18E-10
RANGAP1,-1.1438565,1.18E-10
TUBA4A,-1.8434492,1.19E-10
RUNDC3B,-2.4793214,1.19E-10
RASAL3,1.7218341,1.20E-10
HLA-DQA1,3.654931,1.21E-10
FGFRL1,-1.649545,1.22E-10
MAPK8IP1,-0.9588856,1.22E-10
CSK,1.0683604,1.22E-10
SYN2,-2.5222474,1.22E-10
DEF6,1.937511,1.23E-10
NOS1,-1.921565,1.23E-10
EVI5,0.7992134,1.24E-10
CD48,2.6310127,1.24E-10
---,-0.937057,1.24E-10
COTL1,1.2645062,1.27E-10
SLC25A22,-1.0952884,1.27E-10
CD74,1.9689584,1.29E-10
---,-0.8881038,1.29E-10
GNAI2,0.8598058,1.30E-10
PRDM12,-1.7481193,1.30E-10
COL3A1,2.3643315,1.31E-10
FAM129A,1.1909761,1.33E-10
SS18,-0.7480313,1.35E-10
OSBPL3,1.8515883,1.36E-10
UBL3,1.9002773,1.36E-10
KRI1,-0.7529983,1.36E-10
CADM2,3.2733499,1.36E-10
GRN,1.4846256,1.36E-10
GANAB,1.2067235,1.36E-10
C20orf72,1.0810404,1.37E-10
PLEKHG7,-1.4111554,1.37E-10
TMEM195,-1.2295225,1.39E-10
CTNNAL1,1.4418848,1.39E-10
SLC22A2,-2.0238486,1.39E-10
ODZ2,-4.0742721,1.39E-10
SFRS3,-0.5190889,1.40E-10
ARHGAP30,2.187301,1.40E-10
SQLE,-1.451974,1.40E-10
FAM113B,2.2476765,1.41E-10
CNPY3,1.6794392,1.41E-10
C18orf10,-0.7768211,1.41E-10
MED14,1.16721,1.42E-10
ERGIC1,0.625624,1.42E-10
CD55,-2.042506,1.43E-10
SLC37A2,3.0317117,1.46E-10
ZC3HC1,0.4929893,1.47E-10
GARS,-0.709612,1.48E-10
CORO1A,2.109847,1.48E-10
MPZL2,-0.7918772,1.50E-10
AHCYL2,-1.4410616,1.50E-10
BST1,1.6332103,1.51E-10
FGFR1,-1.5583764,1.51E-10
DDX28,1.2671836,1.51E-10
STXBP6,-2.6072426,1.52E-10
GIMAP8,1.8098118,1.52E-10
FAM149A,2.2495176,1.52E-10
DNASE2,1.4055685,1.53E-10
NMI,1.2068352,1.53E-10
GATAD2A,0.8906646,1.53E-10
LRRK1,1.2301824,1.56E-10
ITPA,0.5993173,1.56E-10
STX3,1.4634487,1.56E-10
SC4MOL,-1.6306227,1.57E-10
ARF6,0.8042388,1.58E-10
PTAFR,2.3813578,1.58E-10
PRKD3,1.0096086,1.60E-10
