Gene_Name,logFC,PValue
MAP4,3.48907498,1.45E-07
FAM82A1,1.06575093,1.45E-07
FOSL2,1.53382711,1.45E-07
SH3GL2,2.34622953,1.46E-07
NEDD9,2.04619354,1.46E-07
KLHL5,-1.37000829,1.47E-07
PDGFD,-2.2767653,1.47E-07
ALCAM,-1.35992697,1.47E-07
MXD4,-1.16593055,1.48E-07
BNC2,2.95382714,1.50E-07
MAPK8IP2,2.30985436,1.53E-07
DNAJB6,0.51785009,1.53E-07
ARL4D,1.59647811,1.55E-07
PRRG3,2.96242677,1.55E-07
ZBTB46,1.37168333,1.56E-07
CTNND2,2.78540955,1.57E-07
ZDHHC23,1.17104611,1.57E-07
PAK3,1.77121692,1.58E-07
PLEKHF2,-1.43907722,1.59E-07
UACA,1.64181051,1.59E-07
C19orf33,3.87882249,1.59E-07
KIFC3,-1.60168149,1.61E-07
ITPA,-0.94180007,1.61E-07
GPRASP2,1.30777548,1.61E-07
ZNF841,0.65494121,1.62E-07
GJC3,3.62968906,1.63E-07
ZNF91,0.84919609,1.67E-07
LEPR,2.09858682,1.67E-07
SH3RF1,-1.75555763,1.68E-07
FBXL19,-0.991685,1.69E-07
SLC35F3,-3.38532541,1.70E-07
APBB1IP,-2.28290483,1.70E-07
TRIM36,1.55992498,1.71E-07
TRIM24,-0.99411299,1.71E-07
SMG7,0.97279684,1.72E-07
SYT4,1.98209157,1.74E-07
CPXM2,3.48019286,1.74E-07
CADPS2,2.02063789,1.74E-07
TIAM1,1.42786745,1.75E-07
COL5A1,-1.51549796,1.76E-07
HCN1,2.68478847,1.77E-07
UMPS,-0.66874228,1.79E-07
NTF3,2.17066202,1.80E-07
NUMBL,1.3296154,1.80E-07
DHPS,0.64315344,1.81E-07
CRLF3,-0.85837318,1.81E-07
ACTR3B /// LOC100290215,1.18081855,1.83E-07
C13orf36,2.39487982,1.84E-07
CLTA,1.3793393,1.84E-07
MYO5C,1.68880479,1.85E-07
TTC31,-0.72497823,1.87E-07
USP42,-0.79452519,1.89E-07
DNLZ,0.8140837,1.89E-07
FDFT1,1.32255072,1.89E-07
SVIP,2.98417636,1.89E-07
ACSS2,0.97970405,1.90E-07
ABCF2,0.75930482,1.90E-07
EGFR,2.21611907,1.91E-07
ALPL,2.50576128,1.92E-07
RNF24,1.17660224,1.92E-07
SNX18,-1.29399519,1.96E-07
LST1,-2.12021295,1.96E-07
HOMER3,-1.35206115,1.96E-07
GLB1L2,1.77789515,1.98E-07
ATF7IP2,-2.07344332,1.98E-07
TSKU,2.09693625,1.99E-07
WWC3,0.86592625,2.01E-07
C15orf44,-0.53581211,2.03E-07
GPRC5A,2.9654705,2.03E-07
RAB9A,-1.29927653,2.05E-07
ECHS1,0.8220482,2.06E-07
PDGFD,-2.04703612,2.07E-07
SMTN,2.06959078,2.12E-07
MEF2D,-0.90367076,2.13E-07
MLL5,0.86710498,2.14E-07
UPRT,-1.14977476,2.15E-07
FOXC1,2.80989504,2.15E-07
ARHGEF4,2.81780908,2.15E-07
PPP2R2C,2.23123677,2.15E-07
SMOX,1.63995777,2.15E-07
ADRBK2,-2.25901683,2.17E-07
C7orf29,-1.32351381,2.17E-07
GTF2IRD2 /// GTF2IRD2B,-1.15562968,2.17E-07
WWC3,0.97824095,2.18E-07
YWHAG,0.89090401,2.18E-07
MED14,-1.36569639,2.18E-07
A2BP1,1.93964491,2.19E-07
C3orf38,-0.77962689,2.20E-07
KIFC3,-2.12457507,2.21E-07
NNT,-1.4075058,2.23E-07
RIT1,-1.15479319,2.23E-07
TUBA4A,2.31248186,2.27E-07
MYLIP,2.26153996,2.28E-07
PDP1,-1.13864552,2.30E-07
TRIM24,-0.94661332,2.31E-07
NHSL1,-1.99624336,2.32E-07
PAF1,-0.82372278,2.35E-07
NEDD4L,-1.80187849,2.36E-07
SYNGR3,2.67098396,2.41E-07
C3orf54,-1.323225,2.41E-07
ZNF746,-0.656734,2.42E-07
BTK,-1.69490876,2.44E-07
CUL3,0.68602044,2.47E-07
SLC12A2,2.15679558,2.48E-07
VEGFA,1.97710988,2.48E-07
SEMA4D,1.51349193,2.51E-07
SGPL1,-0.63757768,2.54E-07
SNIP1,-0.89486609,2.55E-07
DLGAP4,0.70650727,2.55E-07
MAP7D3,-1.17255635,2.56E-07
DCUN1D4,0.820491,2.57E-07
PLEKHA6,1.99350918,2.59E-07
HPS6,-0.79897009,2.60E-07
AMD 1.00,1.16704282,2.60E-07
MAPK8IP2,2.09959025,2.61E-07
CFDP1,1.19394749,2.61E-07
MLXIP,-1.06781796,2.61E-07
ZNF642,-0.97013491,2.63E-07
TAX1BP1,0.54339933,2.63E-07
KLK10,1.63897724,2.65E-07
ERMAP,-1.38855798,2.65E-07
DPYD,-1.08777828,2.66E-07
ITM2C,1.39491965,2.67E-07
RBM25,0.66116875,2.68E-07
EIF2C4,-0.73290373,2.71E-07
EGFL7,1.99626816,2.73E-07
TUBB4,1.26764522,2.76E-07
DCLK3,2.94256496,2.76E-07
SMTN,2.0088165,2.76E-07
TMEM97,1.44147746,2.77E-07
TGFBR3,1.17409755,2.82E-07
NTM,-2.66332489,2.85E-07
C11orf92,1.00154183,2.89E-07
EYA2,0.80446307,2.90E-07
SEC63,0.58598441,2.92E-07
DLGAP4,0.73527202,2.93E-07
DMKN,0.84286702,2.94E-07
CD151,-1.6043633,2.95E-07
TSPAN11,2.86759898,2.96E-07
PAQR5,1.7092615,2.96E-07
ASXL2,-0.63535919,2.96E-07
DTNA,2.07879873,2.97E-07
SNX12,-1.21420772,2.99E-07
RNF8,0.83897026,3.01E-07
PRR5,0.92953059,3.02E-07
TMEM176B,-2.45698415,3.04E-07
MEF2A,-1.03967776,3.05E-07
NNT,-1.11390056,3.05E-07
TSC22D1,1.28609569,3.05E-07
CLIC5,1.79615951,3.06E-07
FAM198A,1.46290368,3.07E-07
USP46,1.37748217,3.08E-07
FAM114A1,-1.00712429,3.09E-07
LOH12CR1,1.0832297,3.09E-07
MXI1,1.06348874,3.10E-07
RPS6KA2,1.53999223,3.10E-07
TAF5L,-0.82942411,3.11E-07
DPYSL5,1.96678426,3.11E-07
PTGES,2.17519487,3.13E-07
CASP1,-1.7324021,3.14E-07
STEAP4,3.48257398,3.16E-07
ZNF431,-0.92827751,3.16E-07
INADL,1.45213423,3.17E-07
MME,3.20661875,3.17E-07
NXN,2.10763577,3.19E-07
DGKE,1.84676019,3.19E-07
MNDA,-2.78870595,3.20E-07
HSD17B1,0.77428525,3.23E-07
ITGAM,-2.07901548,3.24E-07
CHPF,-0.99610892,3.24E-07
KAL1,-1.7669552,3.25E-07
LGI2,3.38386665,3.26E-07
COL3A1,-3.20505126,3.29E-07
LILRA2,-1.62228312,3.30E-07
CASP1,-2.04924001,3.34E-07
RAB9B,1.05585206,3.35E-07
BTBD7,-0.86646916,3.37E-07
GSTM3,1.46189628,3.37E-07
FNIP1,-0.77563131,3.38E-07
UPRT,-1.21354051,3.38E-07
NEFL,4.39477045,3.38E-07
EPB49,1.60244879,3.40E-07
GLUL,2.46203734,3.40E-07
GLB1,-1.00895107,3.43E-07
TXNRD2,-3.24849072,3.45E-07
AZGP1,3.28152981,3.47E-07
COTL1,-0.88605808,3.50E-07
CSF2RA,-2.12226524,3.50E-07
WFS1,0.90792068,3.50E-07
TMEM176A,-2.46900547,3.50E-07
TSHZ2,1.34964994,3.51E-07
USP46,2.20693709,3.54E-07
SIPA1,-1.07245942,3.54E-07
SMC4,-1.13227363,3.55E-07
APH1A,-0.65910691,3.57E-07
RBM25,0.68831334,3.59E-07
RNF166,-0.8994815,3.60E-07
FGF1,2.40356851,3.60E-07
TMCC3,-1.82721753,3.61E-07
MAGI1,1.68498092,3.61E-07
TCEAL5,1.48600173,3.63E-07
FBXO31,0.74385976,3.63E-07
ZNF222,-0.98220491,3.65E-07
LATS2,-1.89308162,3.68E-07
KCNG3,1.492322,3.71E-07
TXNRD2,-3.1588448,3.76E-07
MRPS17,-0.6319319,3.81E-07
SNORA33,1.28828482,3.81E-07
RICTOR,0.65431445,3.82E-07
OLFML3,-2.02559971,3.83E-07
UROD,-0.65136001,3.84E-07
UNC13A,1.71514211,3.85E-07
CACNA1A,2.75359447,3.85E-07
NNT,-0.95380598,3.86E-07
JAM2,1.54088986,3.89E-07
MS4A6A,-1.88558035,3.90E-07
HCFC1R1,-1.2896871,3.91E-07
MFAP5,4.77327474,3.92E-07
FIS1,0.61247078,3.93E-07
DUSP6,-1.76240158,3.98E-07
CACNA1A,2.97335347,3.98E-07
KIFC3,-2.08810678,4.00E-07
NAPB,1.22917439,4.03E-07
IPCEF1,-2.52846453,4.03E-07
C10orf116,3.89454511,4.07E-07
EGFL7,2.11742639,4.07E-07
CERCAM,-1.19847418,4.12E-07
LRP1,1.03997043,4.13E-07
SETBP1,2.03907158,4.14E-07
PIK3IP1,-1.23117011,4.19E-07
CLEC1A,2.47020808,4.19E-07
CASP1,-1.43303241,4.19E-07
COL3A1,-2.30431487,4.19E-07
PARP8,-0.98040918,4.28E-07
CCND2,-1.9111933,4.30E-07
MEGF11,1.13039406,4.31E-07
LY86,-2.59703855,4.31E-07
BTBD11,2.54888965,4.33E-07
KLK1,2.45697114,4.35E-07
CEBPA,-2.83775376,4.37E-07
PDP1,-1.16839292,4.38E-07
ARHGAP15,-3.53902233,4.39E-07
DEFB1,1.71497233,4.41E-07
LAMA4,1.57769555,4.45E-07
GJB2,3.55781576,4.48E-07
GPX7,-0.90704237,4.53E-07
AGXT2L1,3.21857223,4.54E-07
CKAP2,-1.18832876,4.55E-07
PPAP2B,1.18094086,4.57E-07
PGS1,0.56671542,4.58E-07
SSBP3,1.47853188,4.60E-07
SLC2A1,1.88146366,4.60E-07
TMCC3,-1.37009671,4.60E-07
KLF6,-1.88876208,4.61E-07
ATP6V1E2,0.90180298,4.62E-07
MYL9,1.40098714,4.64E-07
GLRB,-2.78449299,4.68E-07
FOXD1,3.29835314,4.71E-07
HLA-DPB1,-2.28397571,4.71E-07
CDKN1C,1.64925333,4.73E-07
NKRF,0.528479,4.74E-07
C10orf116,4.06365572,4.74E-07
SFRS1,0.97294432,4.75E-07
LOC100128108 /// LOC400464,-1.30234592,4.75E-07
SRPR,0.56915996,4.76E-07
LGALS8,0.74692611,4.78E-07
PHF12,0.9359467,4.79E-07
ITGA10,2.56358994,4.81E-07
KCNA1,2.03407916,4.88E-07
COG7,0.77013767,4.90E-07
SH3BP2,-1.31815667,4.91E-07
PRAM1,-1.74726987,4.93E-07
PDGFRL,2.88047726,4.94E-07
PEX5L,1.93246148,4.95E-07
ANXA5,-0.83798346,4.96E-07
ZNF193,-0.69235934,4.96E-07
MGAT4B,-0.96520055,4.97E-07
MGAT4B,-0.92773078,5.04E-07
CSF2RA,-2.12194423,5.04E-07
LGR5,2.42109283,5.05E-07
PINX1,0.93302944,5.05E-07
SMTN,1.56231077,5.06E-07
CYTL1,-2.44645728,5.06E-07
SLC25A17,0.90585957,5.07E-07
APH1A,-0.63891678,5.07E-07
EIF4B,0.80589015,5.08E-07
ARHGAP21,-2.19360906,5.12E-07
BCAS1,2.4854868,5.15E-07
NUMBL,1.66183152,5.21E-07
PARD3,1.27835993,5.22E-07
C11orf41,1.55866533,5.23E-07
DUSP6,-1.79445231,5.23E-07
ARID1A,-0.71115466,5.24E-07
JAKMIP3,0.84815107,5.31E-07
NTM,-2.46840719,5.32E-07
PRDM1,-2.45123649,5.33E-07
KCTD4,3.25189981,5.36E-07
SYT7,2.12656456,5.37E-07
CAV1,3.07701491,5.38E-07
GLB1,-0.99241847,5.39E-07
C20orf194,-0.65787526,5.41E-07
LAT2,-1.87361591,5.42E-07
SUSD2,2.53949161,5.47E-07
SLC22A2,2.93116187,5.47E-07
APH1B,-1.28407858,5.48E-07
MECP2,1.08939486,5.50E-07
INSIG1,1.56425305,5.52E-07
TGFBR1,-1.05276477,5.52E-07
VANGL1,-1.32554217,5.53E-07
SPARCL1,1.54872353,5.53E-07
ID1,2.87476108,5.55E-07
SLC45A1,1.56307884,5.66E-07
IL20RB,1.21039351,5.69E-07
GSTZ1,-1.27875626,5.70E-07
PIK3R5,-2.54225896,5.70E-07
CLEC7A,-1.32240067,5.71E-07
NDP,2.37594629,5.71E-07
NCOA4,-0.67886168,5.80E-07
AK3L1,2.07492885,5.89E-07
IQCA1,1.76593024,5.90E-07
NAGLU,-0.88245469,5.91E-07
EML3,0.97593901,5.93E-07
RPS6KA2,1.65105386,5.93E-07
ZNF197,-0.76156427,5.94E-07
RANGAP1,1.16418191,5.94E-07
ORAI2,-1.34943722,6.01E-07
CAMSAP1,-0.65162722,6.02E-07
PDGFC,-2.03618177,6.03E-07
CHD2,0.93632635,6.07E-07
SH3BP2,-2.00061916,6.11E-07
CCNG2,-0.96076634,6.14E-07
HYOU1,1.20199681,6.15E-07
AGA,-1.08278863,6.15E-07
PHIP,0.81082517,6.17E-07
CD55,1.55225219,6.21E-07
APOBEC3G,-1.3858359,6.21E-07
COX7C,0.4054948,6.24E-07
C7orf68,2.50455317,6.29E-07
KLK6,2.73475261,6.30E-07
SCUBE1,2.21792476,6.32E-07
LOC100294376 /// TECR,0.70670577,6.34E-07
CLIC5,1.49783316,6.36E-07
GSTM3,2.11187319,6.37E-07
APH1A,-0.60510563,6.39E-07
CARD8,-1.07627469,6.40E-07
INADL,1.74593458,6.42E-07
FDFT1,1.42006091,6.47E-07
BRCC3,-0.75049538,6.54E-07
SPTAN1,1.21644513,6.55E-07
DISP1,1.2278417,6.55E-07
ADRBK2,-1.84967164,6.57E-07
ZNF223,-0.94218133,6.63E-07
JAZF1,-0.87121289,6.66E-07
CCNY,-0.82578281,6.69E-07
MAEA,-0.72938458,6.69E-07
LGALS1,-0.72676593,6.72E-07
DFNA5,-1.70650116,6.73E-07
RAB11B,0.51788529,6.74E-07
DISP1,1.32333039,6.77E-07
SNRPA,0.58877914,6.78E-07
FAM198B,-1.32536957,6.78E-07
NTM,-2.41121598,6.79E-07
DNM1,2.21956136,6.91E-07
LSR,1.31014825,6.93E-07
ANXA5,-0.68018755,6.94E-07
SMARCA4,0.74387962,6.95E-07
TXNRD2,-2.66204921,6.96E-07
DOCK2,-2.10443853,7.05E-07
PRTFDC1,-2.08134859,7.11E-07
RASGRP3,-2.56667314,7.14E-07
GPR158,2.13246914,7.15E-07
COX5B,0.44431051,7.16E-07
NEFL,4.1375634,7.20E-07
MPHOSPH8,0.61228448,7.25E-07
KIFC3,-1.87756972,7.26E-07
COX11,0.72959599,7.32E-07
LIPA,-1.90473744,7.33E-07
ITPR1,-1.64263011,7.34E-07
FBXO11,-0.71559226,7.35E-07
MXD4,-1.13393381,7.37E-07
HOMER3,-1.31690269,7.38E-07
KIF19,3.62773705,7.38E-07
RFX5,-1.03478994,7.38E-07
PBX2,-1.19065073,7.39E-07
OSBPL11,-1.83371739,7.45E-07
HSF4,2.14427228,7.50E-07
PLCD4,1.46027955,7.67E-07
SHOX2,1.81528794,7.70E-07
CSF1R,-1.84097563,7.70E-07
MLLT4,0.70154936,7.76E-07
USP9X,-1.17290775,7.81E-07
STXBP6,2.52022546,7.85E-07
KLHL5,-0.795718,7.85E-07
OCRL,0.85484763,7.85E-07
SH3RF1,-1.06267743,7.87E-07
TTC39A,0.57497821,7.87E-07
TGFBR2,-1.13701526,7.88E-07
DUSP6,-1.69550565,7.89E-07
ANXA9,1.78160688,7.92E-07
C1orf198,-1.29270109,7.97E-07
NCSTN,-0.46346089,8.00E-07
GSTZ1,-1.14212578,8.01E-07
TRIO,-2.49565683,8.04E-07
KIAA1033,-0.60610757,8.07E-07
TRIM32,-1.03345101,8.08E-07
BCAT2,1.12922139,8.09E-07
MYO5A,-1.10594198,8.13E-07
DUSP6,-1.91870326,8.14E-07
TXNDC9,-0.80337617,8.16E-07
THRA,-1.18709539,8.19E-07
CCDC46,0.75836756,8.21E-07
CBLB,1.7331666,8.25E-07
APH1A,-0.70280731,8.37E-07
LMO3,2.06245699,8.39E-07
SOS 1,-0.55827244,8.40E-07
---,0.80681448,8.43E-07
COMMD9,-1.1470431,8.48E-07
ITGA10,2.3025251,8.49E-07
DLX2,-2.9771827,8.51E-07
CAV1,3.09115787,8.53E-07
ZEB1,2.18752758,8.56E-07
SMOX,1.45161639,8.60E-07
BNC2,1.26686423,8.65E-07
KLF6,-1.16967919,8.68E-07
COL3A1,-3.10142233,8.70E-07
NCALD,-2.02562262,8.70E-07
PPM1M,-1.01120026,8.71E-07
COL4A1,-1.07558283,8.72E-07
MS4A6A,-2.1988246,8.72E-07
MUSTN1,3.41950174,8.72E-07
ARHGAP8 /// PRR5 /// PRR5-ARHGAP8,2.59238575,8.77E-07
CADM3,2.83393756,8.78E-07
ARAP1,-0.97872984,8.83E-07
KCNJ8,1.75633004,8.84E-07
SARDH,-1.44730863,8.86E-07
AIF1L,1.93129072,8.88E-07
SHROOM1,1.7307317,8.91E-07
SLITRK3,2.57930055,8.95E-07
TNFSF4,-2.41954306,8.96E-07
NAT9,0.5887609,8.99E-07
CTNND2,2.33158366,9.06E-07
RNASE6,-2.16569888,9.07E-07
SLC39A14,2.35460757,9.08E-07
HOXB3,1.53063887,9.10E-07
SUMF1,-1.05604167,9.15E-07
STEAP2,1.92379568,9.22E-07
CAV2,3.12190767,9.25E-07
ITM2C,1.30777573,9.26E-07
GAPT,-1.96208921,9.27E-07
SUMF1,-0.74272574,9.28E-07
MOXD1,-3.73175561,9.30E-07
FAM169A,1.44333392,9.37E-07
POMGNT1,0.63366619,9.38E-07
USP54,1.43849746,9.41E-07
LARP6,2.00829838,9.42E-07
ALPL,1.80427492,9.46E-07
GRIA2,3.21398186,9.55E-07
LATS2,-2.28449259,9.57E-07
ARPC3,-1.28716255,9.57E-07
SNORA25 /// TAF1D,1.059411,9.60E-07
ODZ2,3.24872681,9.60E-07
COL14A1,-1.70052121,9.66E-07
PLCB4,1.49540656,9.74E-07
STK11IP,0.7003633,9.78E-07
TLE2,2.22212659,9.79E-07
---,0.9310657,9.87E-07
LASP1,-0.6614704,9.87E-07
GNAI1,1.69881035,9.87E-07
RPRM,1.6511762,9.87E-07
TLE2,2.14582966,9.87E-07
CCDC71,-1.4176861,9.93E-07
NHEDC2,1.22615357,9.94E-07
LTC4S /// MAML1,-1.48136071,1.00E-06
NPAS2,1.32774648,1.02E-06
ING3,-0.63184216,1.02E-06
FAM177A1,0.55120669,1.02E-06
HLA-DPB1,-2.15078127,1.04E-06
GJB2,3.16464646,1.04E-06
HLA-DPA1,-2.21489125,1.05E-06
CAV1,3.29038197,1.05E-06
FXYD7,1.81663149,1.05E-06
UACA,1.32903698,1.05E-06
PDZRN4,2.78527343,1.05E-06
BMP3,0.77960265,1.06E-06
CDKN1B,1.12427413,1.06E-06
MLLT4,0.43010607,1.06E-06
ROM1,1.44150706,1.06E-06
DAB2IP,1.14731654,1.07E-06
MR1,-1.32581686,1.07E-06
EBF1,1.95406743,1.07E-06
TNS3,-2.04464603,1.07E-06
TLN1,-0.62437893,1.08E-06
NUMB,-0.58236655,1.08E-06
NDUFS8,0.63985916,1.08E-06
STK32B,-1.99027939,1.08E-06
KIF19,3.64037674,1.08E-06
TNFRSF25,2.0662484,1.08E-06
NEIL2,0.986015,1.08E-06
GIMAP2,-1.84107936,1.09E-06
KAZ,2.30508125,1.09E-06
SARDH,-1.81108086,1.10E-06
EPB41L3,-1.80472124,1.10E-06
SGCD,2.18147838,1.11E-06
KCNK6,-2.22130461,1.11E-06
HCN1,1.17109266,1.11E-06
GNAI1,1.39142244,1.12E-06
PERP,1.46891385,1.12E-06
SHCBP1,-1.26886947,1.12E-06
GAMT,1.79290206,1.12E-06
RRAGC,-0.52849625,1.13E-06
PDGFRA,1.33935437,1.14E-06
LIG3,1.13157783,1.15E-06
GNAO1,2.18014726,1.15E-06
NEFM,3.36079049,1.16E-06
SPARCL1,1.69222893,1.16E-06
GMDS,2.07142004,1.16E-06
AHCYL2,1.54327938,1.16E-06
HSF2,0.89203306,1.16E-06
C21orf59,0.41627819,1.17E-06
A2BP1,2.0757536,1.17E-06
CTNND2,1.08151047,1.17E-06
ASH1L,0.64762097,1.18E-06
HCFC1R1,-1.24058039,1.18E-06
PPP4R1,-1.12243507,1.18E-06
LIMK2,1.01785122,1.18E-06
NAP1L1,0.55531227,1.18E-06
PIGB,-0.72877025,1.18E-06
ZC3HAV1,-0.70381898,1.19E-06
FNIP1,-0.71455393,1.19E-06
ADAMTSL1,1.46421113,1.19E-06
DOCK4,-1.23911065,1.19E-06
ZEB1,1.99142771,1.19E-06
CD53,-2.65574642,1.19E-06
STOM,1.34592268,1.20E-06
PARK7,0.5328604,1.20E-06
LACTB,-1.27418891,1.21E-06
SCN2A,-2.88478173,1.22E-06
INSIG1,1.74017056,1.23E-06
HOXB4,1.52593152,1.23E-06
TMEM50A,-0.65969279,1.23E-06
SCP2,-1.01199548,1.24E-06
COASY,0.77979535,1.24E-06
EPB41L3,-1.78621539,1.24E-06
SLC7A5,1.48479128,1.24E-06
NTRK3,2.40365291,1.25E-06
ARRB2,-1.50139827,1.25E-06
KLHL23,1.19528006,1.25E-06
HLA-DPA1,-2.1036508,1.26E-06
SMC5,0.86926809,1.26E-06
PYGL,-1.00921232,1.26E-06
CHDH,1.15106672,1.27E-06
DNAJC1,-1.06341205,1.28E-06
SSH1,-1.13944203,1.28E-06
HLA-DPB1,-1.94012789,1.28E-06
CCDC28B,-0.88668725,1.29E-06
ZC3HAV1,-0.84408731,1.29E-06
MEF2A,-1.02572259,1.29E-06
HMHA1,-1.60836487,1.30E-06
HIST1H1C,1.51733773,1.30E-06
SNAP47,1.16122301,1.31E-06
SEL1L2,-2.23722136,1.31E-06
CYB561D1,-0.98566675,1.32E-06
NCALD,-2.09801815,1.33E-06
HMGXB3,0.78220318,1.33E-06
HLA-DPB1,-1.98538044,1.34E-06
CLEC7A,-2.05684559,1.34E-06
SELENBP1,2.15212799,1.34E-06
MICALL1,-1.19278184,1.34E-06
ERICH1,-0.77576848,1.35E-06
C5orf33,0.62276619,1.35E-06
USP9X,-0.88480005,1.35E-06
NT5C2,-1.07864116,1.35E-06
HLA-DMB,-2.71583558,1.35E-06
MTA3,0.71129009,1.36E-06
HEXIM1,-1.12172292,1.37E-06
HSD17B14,1.19422444,1.38E-06
LMO7,1.89401162,1.39E-06
ARPC5L,0.95503988,1.39E-06
LY6D,2.71247748,1.39E-06
ID1,2.75937292,1.39E-06
SMC2,-0.97973313,1.40E-06
C9orf150,-1.29167501,1.40E-06
DEPDC1B,2.64310163,1.40E-06
KIRREL3,-2.08902223,1.41E-06
GOLGA4,0.59645215,1.41E-06
C19orf76,1.0321359,1.41E-06
RPL31,0.78868783,1.41E-06
ZEB1,1.98697018,1.42E-06
GALNT10,-1.25247728,1.42E-06
SNRNP35,-0.76841961,1.42E-06
FAM32A,-0.43879436,1.42E-06
AMD 1.00,1.25361399,1.42E-06
ALCAM,-2.30478416,1.42E-06
TMEM158,1.66034165,1.42E-06
AIF1L,1.05473058,1.43E-06
LDLRAD3,1.5378395,1.43E-06
RPL38,0.51328129,1.43E-06
NR5A2,1.2885732,1.43E-06
ANXA5,-0.54082973,1.44E-06
IKZF1,-1.87981054,1.44E-06
TMEM215,3.2601553,1.45E-06
TLE2,1.74265139,1.45E-06
FXYD6,1.8854838,1.46E-06
CLEC16A,0.97249254,1.47E-06
AR,0.70742508,1.47E-06
TUBGCP3,-0.75449832,1.48E-06
RFX7,-0.94480372,1.48E-06
LDLRAD3,1.41766259,1.48E-06
HCFC1R1,-1.17286538,1.48E-06
LDB2,1.32375132,1.49E-06
WDFY4,-2.12331477,1.49E-06
ZNF671,-1.39171728,1.50E-06
C1orf64,1.34690247,1.51E-06
ZIC5,2.22604611,1.51E-06
PTGS1,-2.15780099,1.51E-06
TXNRD2,-3.01811707,1.51E-06
MOBKL2B,1.49245698,1.53E-06
PARK7,0.59935142,1.54E-06
TECR,0.60030542,1.54E-06
LPL,1.89577249,1.55E-06
PPP2R2C,1.22249734,1.55E-06
IQCA1,1.95685035,1.56E-06
UACA,1.38146042,1.56E-06
SPARCL1,1.66751983,1.57E-06
KLK8 /// KLK9,2.05013397,1.58E-06
BRCC3,-0.62347836,1.58E-06
C9orf93,1.10822488,1.59E-06
CLEC4A,-1.45876217,1.59E-06
ANKRD34A,0.98789701,1.59E-06
C4A /// C4B /// LOC100292046 /// LOC100294156,2.61373745,1.60E-06
C20orf197,-0.98597977,1.60E-06
CELF4,2.8082965,1.60E-06
CACNA1D,-1.25320793,1.61E-06
OR6B2 /// OR6B3,1.50406433,1.61E-06
LANCL1,0.7694947,1.62E-06
ZDHHC8,1.41185347,1.62E-06
CD47,0.97232148,1.63E-06
CASP1,-1.59889708,1.63E-06
MGAT4B,-0.90206169,1.63E-06
FAM198B,-1.45374614,1.63E-06
PPP1R12B,0.52217805,1.64E-06
AIF1L,2.43671909,1.64E-06
PIK3IP1,-1.24352578,1.65E-06
CCBP2,1.09637219,1.65E-06
UQCRB,0.73924542,1.65E-06
CACNA1D,-2.04595137,1.66E-06
NHP2,0.57533699,1.66E-06
DBR1,-0.72286268,1.66E-06
POLRMT,0.81901236,1.67E-06
DAB2IP,1.02272621,1.67E-06
DUOXA1,-0.73954795,1.68E-06
UPRT,-1.12354075,1.68E-06
KLF13,-0.9410136,1.69E-06
CLEC18A /// CLEC18B /// CLEC18C,2.25438581,1.69E-06
EBF1,2.27866598,1.69E-06
ZNF304,-0.86787417,1.70E-06
ACBD7,2.11533908,1.70E-06
FAM82A1,1.35330088,1.71E-06
ROBLD3,-0.78620813,1.71E-06
SORBS2,-2.33237103,1.71E-06
SYK,-2.00449619,1.72E-06
NUP188,-1.12348587,1.72E-06
DERA,0.79608764,1.72E-06
BDKRB2,2.00124878,1.73E-06
LMO7,1.3882676,1.73E-06
VANGL1,-1.41832258,1.74E-06
SAMD5,-2.46490102,1.74E-06
DSCAML1,1.07336199,1.74E-06
ZNF217,-1.12052851,1.75E-06
TRIM32,-1.09032561,1.75E-06
GLB1,-0.94353212,1.75E-06
CPNE2,-1.0760482,1.76E-06
ARF6,-0.7970674,1.77E-06
MAPRE2,-0.83162278,1.80E-06
SLC15A4,-0.58768945,1.80E-06
ZNF449,-0.55329393,1.80E-06
ART3,3.42783544,1.81E-06
GLI2,1.17692825,1.81E-06
KIAA1147,-0.82955732,1.82E-06
RSPO2,0.84666915,1.82E-06
CDH7,3.22791562,1.83E-06
CD55,1.91549797,1.84E-06
GGT5,1.99081456,1.84E-06
TUBGCP3,-0.54468811,1.85E-06
CORO6,2.1184517,1.85E-06
TIMP4,2.32097479,1.85E-06
CHMP6,-0.55046816,1.86E-06
EXPH5,0.73655177,1.86E-06
LZTS2,0.85181165,1.87E-06
DMKN,1.91309636,1.87E-06
EPB41L3,-1.85287269,1.87E-06
SPAST,-0.54026243,1.88E-06
KLHL5,-0.90614036,1.88E-06
WSCD2,0.69900992,1.88E-06
CARD8,-1.38461645,1.89E-06
KIAA0406,0.55620702,1.89E-06
DHRS12,-1.06282079,1.90E-06
LMO3,0.90456692,1.90E-06
ZC3H12D,-1.87023018,1.90E-06
AHI1,0.89114732,1.91E-06
KATNA1,-0.6997899,1.91E-06
ZSWIM6,-1.15191507,1.91E-06
NSUN6,0.789287,1.92E-06
NAALAD2,1.37129144,1.92E-06
ZDHHC7,-0.666523,1.92E-06
EIF2AK4,-0.77288733,1.93E-06
MMP14,-1.30085142,1.93E-06
NAP1L5,1.17006741,1.93E-06
CNPY3,-0.85879158,1.93E-06
GNPTAB,-0.72956348,1.95E-06
TRAP1,0.67340408,1.95E-06
PRMT1,0.71115083,1.96E-06
DCK,-1.09527666,1.97E-06
TMEM47,-0.9636502,1.97E-06
RAB3A,2.17649433,1.97E-06
